Array Size,Average Time
1,0.000048273801804
2,0.000042580366135
3,0.000042889118195
4,0.000043747425079
5,0.000047580003738
6,0.000041468143463
7,0.000041713714600
8,0.000043748617172
9,0.000043891668320
10,0.000043840408325
11,0.000044171810150
12,0.000044486522675
13,0.000045422315598
14,0.000045423507690
15,0.000045526027679
16,0.000046341419220
17,0.000047558546066
18,0.000047518014908
19,0.000047162771225
20,0.000047038793564
21,0.000047658681870
22,0.000047793388367
23,0.000043252706528
24,0.000043170452118
25,0.000042817592621
26,0.000045412778854
27,0.000042871236801
28,0.000042811632156
29,0.000044653415680
30,0.000042674541473
31,0.000042792558670
32,0.000042642354965
33,0.000042482614517
34,0.000042417049408
35,0.000042752027512
36,0.000042051076889
37,0.000042272806168
38,0.000063288211823
39,0.000043487548828
40,0.000043402910233
41,0.000072644948959
42,0.000062791109085
43,0.000042743682861
44,0.000072735548019
45,0.000082736015320
46,0.000062766075134
47,0.000062901973724
48,0.000072925090790
49,0.000042903423309
50,0.000104812383652
51,0.000046175718307
52,0.000075187683105
53,0.000063254833221
54,0.000043383836746
55,0.000062872171402
56,0.000073477029800
57,0.000065598487854
58,0.000043201446533
59,0.000043143033981
60,0.000062471628189
61,0.000084766149521
62,0.000065770149231
63,0.000059397220612
64,0.000046575069427
65,0.000052608251572
66,0.000072926282883
67,0.000043983459473
68,0.000042457580566
69,0.000041825771332
70,0.000071917772293
71,0.000112824440002
72,0.000051904916763
73,0.000062369108200
74,0.000042018890381
75,0.000084699392319
76,0.000043257474899
77,0.000055477619171
78,0.000041455030441
79,0.000072044134140
80,0.000047776699066
81,0.000075908899307
82,0.000079283714294
83,0.000100940465927
84,0.000045789480209
85,0.000095756053925
86,0.000046101808548
87,0.000041908025742
88,0.000101690292358
89,0.000050942897797
90,0.000112376213074
91,0.000052675008774
92,0.000042572021484
93,0.000042945146561
94,0.000052623748779
95,0.000062767267227
96,0.000052548646927
97,0.000043172836304
98,0.000052450895309
99,0.000068191289902
100,0.000045557022095
101,0.000042560100555
102,0.000041047334671
103,0.000077497959137
104,0.000776410102844
105,0.005217163562775
106,0.000042966604233
107,0.000041476488113
108,0.000042166709900
109,0.000041905641556
110,0.000041909217834
111,0.000042046308517
112,0.000043270587921
113,0.000042836666107
114,0.000042296648026
115,0.000042450428009
116,0.000041775703430
117,0.000041612386703
118,0.000041691064835
119,0.000041856765747
120,0.000041787624359
121,0.000041530132294
122,0.000041396617889
123,0.000041041374207
124,0.000047330856323
125,0.000047773122787
126,0.000041856765747
127,0.000043146610260
128,0.000043017864227
129,0.000042409896851
130,0.000041910409927
131,0.000042256116867
132,0.000043512582779
133,0.000041786432266
134,0.000041919946671
135,0.000049632787704
136,0.000042012929916
137,0.000041395425797
138,0.000041133165359
139,0.000041512250900
140,0.000041317939758
141,0.000042569637299
142,0.000042525529861
143,0.000042905807495
144,0.000042039155960
145,0.000041199922562
146,0.000041406154633
147,0.000041409730911
148,0.000041277408600
149,0.000042623281479
150,0.000042953491211
151,0.000041570663452
152,0.000042948722839
153,0.000041961669922
154,0.000043519735336
155,0.000049388408661
156,0.000043370723724
157,0.000043326616287
158,0.000043201446533
159,0.000043601989746
160,0.000043364763260
161,0.000043870210648
162,0.000043799877167
163,0.000043859481812
