Array Size,Average Time
1,0.000412483215332
2,0.000001242160797
3,0.000001232624054
4,0.000001139640808
5,0.000001156330109
6,0.000001366138458
7,0.000001208782196
8,0.000001091957092
9,0.000001060962677
10,0.000001072883606
11,0.000000994205475
12,0.000001008510590
13,0.000001046657562
14,0.000001020431519
15,0.000001068115234
16,0.000001013278961
17,0.000000991821289
18,0.000001044273376
19,0.000001020431519
20,0.000001013278961
21,0.000000994205475
22,0.000000984668732
23,0.000001063346863
24,0.000001091957092
25,0.000001032352448
26,0.000000994205475
27,0.000001056194305
28,0.000001072883606
29,0.000001010894775
30,0.000001039505005
31,0.000001049041748
32,0.000001060962677
33,0.000001180171967
34,0.000001046657562
35,0.000001015663147
36,0.000001060962677
37,0.000001044273376
38,0.000001075267792
39,0.000001060962677
40,0.000001044273376
41,0.000001180171967
42,0.000001037120819
43,0.000001068115234
44,0.000001077651978
45,0.000001130104065
46,0.000001134872437
47,0.000001146793365
48,0.000001084804535
49,0.000001211166382
50,0.000001111030579
51,0.000001139640808
52,0.000001108646393
53,0.000001149177551
54,0.000001151561737
55,0.000001077651978
56,0.000001051425934
57,0.000001142024994
58,0.000001134872437
59,0.000001058578491
60,0.000001072883606
61,0.000001108646393
62,0.000001142024994
63,0.000001149177551
64,0.000001101493835
65,0.000001254081726
66,0.000001151561737
67,0.000001130104065
68,0.000001149177551
69,0.000001132488251
70,0.000001120567322
71,0.000001111030579
72,0.000001144409180
73,0.000003468990326
74,0.000001142024994
75,0.000001165866852
76,0.000001137256622
77,0.000001261234283
78,0.000001225471497
79,0.000101666450500
80,0.000001153945923
81,0.000001170635223
82,0.000001163482666
83,0.000001170635223
84,0.000001127719879
85,0.000001165866852
86,0.000001142024994
87,0.000001349449158
88,0.000001180171967
89,0.000001170635223
90,0.000001173019409
91,0.000001158714294
92,0.000001199245453
93,0.000001189708710
94,0.000001327991486
95,0.000001211166382
96,0.000001206398010
97,0.000001204013824
98,0.000001208782196
99,0.000001208782196
100,0.000001199245453
101,0.000001201629639
102,0.000001311302185
103,0.000001232624054
104,0.000001187324524
105,0.000001177787781
106,0.000001187324524
107,0.000001189708710
108,0.000001192092896
109,0.000001451969147
110,0.000001318454742
111,0.000001311302185
112,0.000001225471497
113,0.000001201629639
114,0.000001218318939
115,0.000001230239868
116,0.000001330375671
117,0.000001206398010
118,0.000001256465912
119,0.000001201629639
120,0.000001173019409
121,0.000001177787781
122,0.000001204013824
123,0.000001292228699
124,0.000001223087311
125,0.000001261234283
126,0.000001251697540
127,0.000001254081726
